,precision,recall,f1,preds,labels
0,1.216,1.56,1.346,"model: t5-small
learning_rate: 3e-05
num_train_epochs: 10.0
weight_decay: 0.001
per_device_train_batch_size: 1
gradient_accumulation_steps: 16",
1,6.9,6.9,6.9,"['bab is a bab, a bab, a bab, ', 'a bit overpriced, in my opinion. 3.5/5Overall: A', ', but it\'s not even close to actual chicken.I always get my coffee ""', "". The restaurant is a pokestop, but it's also a pokestop"", ',,,,, and the open kitchen, which is tended', ', but the polaroids of customers do a nice job balancing out all', ', but it was very good. We had the chicken parm and penne all', '..... They have invested a lot of money to', 'TACO TUESDAY & have $1.50 tacos! Also looking', 'clams, grilled artichokes and bread pudding., the', ',,,,,,,,,']","['video', 'None', 'local wildlife, anarchists, hackers, organic gardeners, activists', 'pokestops, cemetery', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'None', 'guidebook', 'None', 'None', 'garden, art, gift shop, cute wallet, shawl, necklace', 'None']"
2,0.0,0.0,0.0,"['a friend was feeling great by the end of the night, and a whole group of', ""a lot of different flavors. I'd have liked more of a crisp on the"", ""'petting zoo' in the back is a great place to take"", 'a group of work friends and I stumbled upon upper deck a little over a', 'a cat cafe is more of an indoor cat petting zoo than a', '...they did have real horseradish for the prime rib....nice bonus.The', 'a little Caribbean oasis in the middle of St. Louis city. The concept is great ', 'Besides the food, the staff is very courteous and polite. The cafe has a', 'i have been wanting to venture over to Garrison since their opening and last night I finally', 'Sol Luna is the ideal place to chill back. They have huge verity of hookah', 'a cockroach we saw scampering up the wall less than 1 foot away from']","['audiobook', 'None', 'petting zoo, rooster, goat, pigs, cutest little piglet', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'entrance fee, adoption, Stray Cat Alliance', 'Casinos, concert, AVA amphitheater', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'capoiera/zumba studio', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'None']"
3,5.26,8.7,6.56,"['- averageBiscuit - it was not very biscuit-y, but nothing spectacular', 'Vielleicht die besten burgers in Philly! Cannot beat Sketch for the amazing ', 'a beer tasting experience, and a history lesson, all contained within the confines of', '? Whatever.The place is a pretty ambiance and the service has always been stup', 'a lot of people have stayed in the show and they have a lot of experience', 'a lot of entrees are interesting - but are only served after 4:30 pm ', 'a nigiri was huge, not the bite sized pieces it should be', 'Wir servierten a small mimosas (it was not small at all ', 'Sehr reichhaltiges deli. Die Sandwiches, die wir hatten waren all', 'a bar. 4 ways to bet; scratch off lottery machine, keno,', 'YUM. The food was great both times. I had a mushroom cream soup at']","['None', 'great therapeutic sketching', 'amazing tour de bier, history lesson', 'None', 'DDD, Food Network', 'parklands, Goose Creek Park, playground', 'None', 'None', 'Nice playroom', 'scratch off lottery machine, keno, computer nascar style racing, computer football', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums']"
4,0.0,0.0,0.0,"['', '', ""I'm not satisfied or pleased with the seafood pan I ordered tonight its obvious Boil Sea"", '', '', '', '', '', 'BG is a great place to study but it disappoints as is. It has ', '', '']","['their nightclub', 'None', 'None', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'beautiful garden, hummingbirds, songbirds', 'dance floors, photo booth, Penns Landing fireworks', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'None', 'None']"
5,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['water, manatee', 'trivia night, fireworks', 'free wifi, gardener, coffee grounds, compost', 'Live music, lounge area, fishies, tank', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Derek St. Holmes, blues', 'None', 'None', 'None', 'free calendar', 'water, boaters, dock, your pets']"
6,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['river walk', 'outreach program, meal sponsorship program', 'on site medium, Their apothecary area', 'parakeet paradise', 'None', 'None', 'None', 'gators, airboat ride', 'yoga, henna artist', 'peacocks, long public dock', 'None']"
7,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['None', 'None', 'None', 'mini trampoline', 'free wifi, ping pong, shuffleboard, music venue', 'free comic', 'None', 'lounge area, symbolism, custom associations', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None', 'his own skating company, awesome skateboard deck']"
8,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'None', 'ponchos', 'polaroid', 'bookstore/gift shop', 'their tour, 10 dollar fresh day tour, free tour, their museum, Clydesdales horses', 'None', 'None', 'None', 'candy machine, watercolors, local artist, paintings', 'board games, trivia Pursuit, small concerts']"
9,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['stand-up comic', 'None', 'Philly Community Acupuncture', 'None', 'None', 'tips, hikes, activities, golf course', 'section, professional babysitting service, different size diapers', 'karaoke venue', 'canoeing, kayaking, sunny fish', 'None', 'Indy 500 photos and collectibles, mini museum']"
10,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['balloon puppets, animals', 'lottery tickets/scratchers', 'best sounding band, female vocalist', 'dock area, paddle cruise', 'Bollywood movies, henna tattoo artist, fortune teller', 'None', 'Arizona Greyhound Rescue event, hounds', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'None']"
