,precision,recall,f1,preds,labels
0,50.84407585168456,45.79789767594646,47.79495754680076,"model: flan-t5-small, learning_rate: 3e-05, num_train_epochs: 20, weight_decay: 0.001,per_device_train_batch_size: 8, gradient_accumulation_steps: 1",
1,4.0,3.7037037037037033,3.846153846153846,"['I love this Keva!', ""I'm a fan of the local artists, delicious baked goods, and specialty drinks with"", 'he was great', 'Service is slow', 'Gluten free', 'a bit of self care and indulgence', ""I'm not a fan of the food, though it is admittedly not my type"", 'I am addicted to the French Onion Sauce and the plastic cheese sauce drenching', ""I'm not a fan of beer"", 'Kids Friendly', 'the app']","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,9.090909090909092,9.090909090909092,9.090909090909092,"['Service was good', 'The female vocalist on 9/8/17 blew us away!', 'lack of toilet paper', 'Impossible burger', 'Service', 'Our server was attentive and helpful, both giving meal recommendations that were on point, along with ideas', ""I'd have like more of a crisp on the steak."", 'lackluster decor, great ambience, beautiful decor', 'outdoor appearence', 'Shoreline', 'Circle City Pizza']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'None', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,18.75,25.0,21.428571428571427,"['Staff', 'mini trampoline', 'Ancient art, witchy wares', 'None', 'customer service', 'large groups', 'employee who answers the phone every time I order', 'VIP area', 'Great fish tacos, carné asada tacos', 'None', 'dolphin paradise']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,36.36363636363637,22.22222222222222,27.586206896551722,"['miso soup', 'Pop Shop', 'None', 'Magazine St.', 'None', 'None', 'Cluster truck', 'Hibachi Japanese Steak House', 'Videos', 'None', 'None']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,69.56521739130434,59.25925925925925,63.999999999999986,"['event, hypnosis show, drag show, karaoke night, Qui', 'paper studio, journals, gift tags, local charity', 'None', 'None', 'watercolors, Philly area, local artist, paintings', 'canoeing, kayaking, sunny fish off the deck', 'None', 'audiobook teaching Italian, audiobook, audiobook, audiobook', 'None', 'special occasion, polaroid', 'guidebook, guidebook, Italy tourist spots, guidebook, guidebook, guidebook,']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,68.18181818181817,53.57142857142857,59.99999999999999,"['None', 'free wifi, gardener, bags of coffee grounds, compost', 'None', 'parker rolls, lima beans, lemon tart, lemon tart', 'Disneyland', ""Sparkman's Warf"", 'None', 'pokestops, cemetery', 'None', 'None', 'local wildlife, anarchists, hackers, organic gardeners, activists']","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,83.33333333333334,60.97560975609756,70.42253521126761,"['free comic', 'None', 'special event, Circus type thing, Carnival, real side show, baby alligator, an', 'None', 'None', 'Live music, lounge area, fishies, tank', 'beautiful plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, hand-carved wooden replicas, native birds, Louisiana,', 'yoga, henna artist, tattoos']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,72.72727272727273,72.72727272727273,72.72727272727273,"['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats, their family', 'None', 'tour de bier, history lesson, great sleeping experience, business contacts', 'garden, art, gift shop', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,71.42857142857143,71.42857142857143,71.42857142857143,"['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'None', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz', 'outreach program, meal sponsorship program', 'None']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
